id,text,label,cleaned_text,stemmed_text
55,تعامل راقي جدااا والخدمة خرافي,positive,تعامل راقي جدا والخدمه خرافي,عمل رقي جدا خدم خرف
404,ما عندي كلام اقوله غير ممتاز,positive,ما عندي كلام اقوله غير ممتاز,ما عند كلم اقل غير متز
482,تجربة مو حلو لن اعود مرة ثانية,negative,تجربه مو حلو لن اعود مره ثانيه,جرب مو حلو لن اعد مره ثني
4,للاسف التعامل ماشي جدا,negative,للاسف التعامل ماشي جدا,اسف عمل اشي جدا
142,اسوا تجربة الخدمة خايسة,negative,اسوا تجربه الخدمه خايسه,اسا جرب خدم خيس
357,اول مرة اجرب وطلع خرافي جدا,positive,اول مره اجرب وطلع خرافي جدا,اول مره جرب طلع خرف جدا
156,والله المكان طيب ما تنلقى زيه في صنعاء,positive,والله المكان طيب ما تنلقي زيه في صنعاء,ولل كان طيب ما نلق زيه في صنعاء
268,توصيل مو زين وصل متاخر جدا,negative,توصيل مو زين وصل متاخر جدا,وصل مو زين وصل تخر جدا
486,تعامل راقي جدااا والخدمة طيبة,positive,تعامل راقي جدا والخدمه طيبه,عمل رقي جدا خدم طيب
212,ما انصح احد يروح المكان ماشي,negative,ما انصح احد يروح المكان ماشي,ما نصح احد يرح كان اشي
190,المنتج خرافية نفس الوصف بالضبط,positive,المنتج خرافيه نفس الوصف بالضبط,نتج خرف نفس وصف ضبط
348,منتج خراافي واانصح االجميع فيه,positive,منتج خراافي واانصح االجميع فيه,نتج خراف نصح جمع فيه
225,ما عندي كلام اقوله غير طيبة,positive,ما عندي كلام اقوله غير طيبه,ما عند كلم اقل غير طيب
481,اسوا تجربة الخدمة خايسة,negative,اسوا تجربه الخدمه خايسه,اسا جرب خدم خيس
404,المكان تعبان والاسعار غالية بزاف,negative,المكان تعبان والاسعار غاليه بزاف,كان تعب سعر غلي بزف
174,االمكاان نظيف وممتاازة وااسعااره منااسبة,positive,االمكاان نظيف وممتاازه وااسعااره منااسبه,الم نظف وممتاازه وااسعااره منااسب
427,افضل مكان في المنطقة الخدمة رائعة,positive,افضل مكان في المنطقه الخدمه رائعه,فضل كان في طقه خدم رئع
437,خدمة العملاء تعبانة لا يردون,negative,خدمه العملاء تعبانه لا يردون,خدم عملاء تعب لا يرد
102,منتج خرافية وانصح الجميع فيه,positive,منتج خرافيه وانصح الجميع فيه,نتج خرف نصح جمع فيه
311,تعامل راقي وخدمة رائعة,positive,تعامل راقي وخدمه رائعه,عمل رقي خدم رئع
228,الله يعطيهم العافية خدمتهم حلو,positive,الله يعطيهم العافيه خدمتهم حلو,الل يعط عفي خدم حلو
204,المنتج خايس غير الصور,negative,المنتج خايس غير الصور,نتج خيس غير صور
434,المكان نظيف واسطوري واسعاره مناسبة,positive,المكان نظيف واسطوري واسعاره مناسبه,كان نظف سطر سعر نسب
285,المنتج زفت ما يستاهل فلوسه,negative,المنتج زفت ما يستاهل فلوسه,نتج زفت ما تهل فلس
254,المكان خايس والاسعار غالية بزاف,negative,المكان خايس والاسعار غاليه بزاف,كان خيس سعر غلي بزف
390,منتج خرافي وانصح الجميع فيه,positive,منتج خرافي وانصح الجميع فيه,نتج خرف نصح جمع فيه
136,تجربة خرافي بكل المقاييس,positive,تجربه خرافي بكل المقاييس,جرب خرف بكل مقاييس
388,المكان ردي والنظافة صفر,negative,المكان ردي والنظافه صفر,كان ردي نظف صفر
154,ما انصح احد يروح المكان مو حلو,negative,ما انصح احد يروح المكان مو حلو,ما نصح احد يرح كان مو حلو
205,خدمة العملاء روعة والتوصيل سريع,positive,خدمه العملاء روعه والتوصيل سريع,خدم عملاء روع وصل سرع
42,جودة سيئة والسعر مرتفع,negative,جوده سيئه والسعر مرتفع,جود سيئ سعر رفع
119,المنتج فاشل غير الصور,negative,المنتج فاشل غير الصور,نتج فشل غير صور
164,االمنتج وصل بسرعة واالجودة روعة,positive,االمنتج وصل بسرعه واالجوده روعه,نتج وصل سرع واالجوده روع
143,المكان نظيف وحلوة واسعاره مناسبة,positive,المكان نظيف وحلوه واسعاره مناسبه,كان نظف حلو سعر نسب
353,تعامل راقي جدااا والخدمة خرافي,positive,تعامل راقي جدا والخدمه خرافي,عمل رقي جدا خدم خرف
244,ااسواا تجربة االخدمة سيء,negative,ااسواا تجربه االخدمه سيء,اسا جرب خدم سيء
6,تعامل مو حلو ما يحترمون الزبون,negative,تعامل مو حلو ما يحترمون الزبون,عمل مو حلو ما حرم زبن
321,خيبة امل كبيرة الخدمة خايسة,negative,خيبه امل كبيره الخدمه خايسه,خيب امل كبر خدم خيس
61,االمنتج سيئة غير االصور,negative,االمنتج سيئه غير االصور,نتج سيئ غير لصر
300,خدمة العملاء خرافية والتوصيل سريع,positive,خدمه العملاء خرافيه والتوصيل سريع,خدم عملاء خرف وصل سرع
235,بصراحة المكان حلوة ما توقعت كذا,positive,بصراحه المكان حلوه ما توقعت كذا,صرح كان حله ما وقع كذا
235,تجربة سيئة لن اعود مرة ثانية,negative,تجربه سيئه لن اعود مره ثانيه,جرب سيئ لن اعد مره ثني
285,تجربة طيب بكل المقاييس,positive,تجربه طيب بكل المقاييس,جرب طيب بكل مقاييس
439,اسعار مبالغ فيها والخدمة سيئة,negative,اسعار مبالغ فيها والخدمه سيئه,سعر بلغ فيه خدم سيئ
13,الاكل تعبان والخدمة اسوا,negative,الاكل تعبان والخدمه اسوا,اكل تعب خدم اسا
93,الجودة روعة والسعر ممتاز,positive,الجوده روعه والسعر ممتاز,جود روع سعر متز
496,بصراحة المكان رائع ما توقعت كذا,positive,بصراحه المكان رائع ما توقعت كذا,صرح كان رئع ما وقع كذا
22,اول مرة اجرب وطلع طيبة جدا,positive,اول مره اجرب وطلع طيبه جدا,اول مره جرب طلع طيب جدا
328,خدمة العملاء طيب والتوصيل سريع,positive,خدمه العملاء طيب والتوصيل سريع,خدم عملاء طيب وصل سرع
480,المنتج خايس غير الصور,negative,المنتج خايس غير الصور,نتج خيس غير صور
259,المنتج وصل بسرعة والجودة خرافي,positive,المنتج وصل بسرعه والجوده خرافي,نتج وصل سرع جود خرف
216,تاخير كبير والتعامل فاشلة,negative,تاخير كبير والتعامل فاشله,اخر كبر عمل فشل
377,خيبة امل كبيرة الخدمة سيئة,negative,خيبه امل كبيره الخدمه سيئه,خيب امل كبر خدم سيئ
486,خدمة العملاء مو حلو لا يردون,negative,خدمه العملاء مو حلو لا يردون,خدم عملاء مو حلو لا يرد
173,المنتج خرب بسرعة جودة خايسة,negative,المنتج خرب بسرعه جوده خايسه,نتج خرب سرع جود خيس
1,تعامل راقي وخدمة طيب,positive,تعامل راقي وخدمه طيب,عمل رقي خدم طيب
237,الاكل تمام والخدمة احسن,positive,الاكل تمام والخدمه احسن,اكل تمم خدم احس
458,المنتج فاشل ما يستاهل فلوسه,negative,المنتج فاشل ما يستاهل فلوسه,نتج فشل ما تهل فلس
473,تاخير كبير والتعامل زفت,negative,تاخير كبير والتعامل زفت,اخر كبر عمل زفت
301,خدمة االعملااء ردي لاا يردون,negative,خدمه االعملااء ردي لاا يردون,خدم االعملااء ردي لاا يرد
211,الاكل فاشل والخدمة اسوا,negative,الاكل فاشل والخدمه اسوا,اكل فشل خدم اسا
96,لا انصح ابدا الخدمة سيئة,negative,لا انصح ابدا الخدمه سيئه,لا نصح ابد خدم سيئ
338,المنتج ممتازة نفس الوصف بالضبط,positive,المنتج ممتازه نفس الوصف بالضبط,نتج متز نفس وصف ضبط
249,خدمة العملاء قمة والتوصيل سريع,positive,خدمه العملاء قمه والتوصيل سريع,خدم عملاء قمه وصل سرع
257,المنتج تعبانة ما يستاهل فلوسه,negative,المنتج تعبانه ما يستاهل فلوسه,نتج تعب ما تهل فلس
381,الاكل زفت والخدمة اسوا,negative,الاكل زفت والخدمه اسوا,اكل زفت خدم اسا
468,توصيل ردية وصل متاخر جدا,negative,توصيل رديه وصل متاخر جدا,وصل رده وصل تخر جدا
200,اسعار مبالغ فيها والخدمة خايس,negative,اسعار مبالغ فيها والخدمه خايس,سعر بلغ فيه خدم خيس
342,االمنتج وصل متااخر واالجودة تعباانة,negative,االمنتج وصل متااخر واالجوده تعباانه,نتج وصل ااخر واالجوده تعب
39,خدمة االعملااء فااشل لاا يردون,negative,خدمه االعملااء فااشل لاا يردون,خدم االعملااء اشل لاا يرد
292,االمنتج وصل متااخر واالجودة ردية,negative,االمنتج وصل متااخر واالجوده رديه,نتج وصل ااخر واالجوده رده
260,توصيل خايس وصل متاخر جدا,negative,توصيل خايس وصل متاخر جدا,وصل خيس وصل تخر جدا
59,والله الخدمة خايسة جدا ما انصح,negative,والله الخدمه خايسه جدا ما انصح,ولل خدم خيس جدا ما نصح
434,المكان زفت والنظافة صفر,negative,المكان زفت والنظافه صفر,كان زفت نظف صفر
347,الجودة جميلة والسعر ممتاز,positive,الجوده جميله والسعر ممتاز,جود جمل سعر متز
162,انصحكم فيه المكان ممتازة بزاف,positive,انصحكم فيه المكان ممتازه بزاف,نصح فيه كان متز بزف
227,المنتج وصل بسرعة والجودة جميل,positive,المنتج وصل بسرعه والجوده جميل,نتج وصل سرع جود جمل
303,والله المكان ممتازة ما تنلقى زيه في صنعاء,positive,والله المكان ممتازه ما تنلقي زيه في صنعاء,ولل كان متز ما نلق زيه في صنعاء
288,تعامل راقي جدااا والخدمة خرافي,positive,تعامل راقي جدا والخدمه خرافي,عمل رقي جدا خدم خرف
218,جودة ردي والسعر مرتفع,negative,جوده ردي والسعر مرتفع,جود ردي سعر رفع
170,الله يعطيهم العافية خدمتهم جميلة,positive,الله يعطيهم العافيه خدمتهم جميله,الل يعط عفي خدم جمل
273,والله الخدمة مو زين جدا ما انصح,negative,والله الخدمه مو زين جدا ما انصح,ولل خدم مو زين جدا ما نصح
190,جودة ردي واالسعر مرتفع,negative,جوده ردي واالسعر مرتفع,جود ردي سعر رفع
100,تاخير كبير والتعامل فاشل,negative,تاخير كبير والتعامل فاشل,اخر كبر عمل فشل
271,المنتج وصل بسرعة والجودة رائعة,positive,المنتج وصل بسرعه والجوده رائعه,نتج وصل سرع جود رئع
355,المنتج وصل متاخر والجودة مو زين,negative,المنتج وصل متاخر والجوده مو زين,نتج وصل تخر جود مو زين
164,المنتج سيء غير الصور,negative,المنتج سيء غير الصور,نتج سيء غير صور
98,تاخير كبير والتعامل تعبانة,negative,تاخير كبير والتعامل تعبانه,اخر كبر عمل تعب
374,بصراحة المكان طيب ما توقعت كذا,positive,بصراحه المكان طيب ما توقعت كذا,صرح كان طيب ما وقع كذا
265,جودة خايسة والسعر مرتفع,negative,جوده خايسه والسعر مرتفع,جود خيس سعر رفع
428,ما انصح احد يروح المكان فاشل,negative,ما انصح احد يروح المكان فاشل,ما نصح احد يرح كان فشل
331,الاكل تعبانة والخدمة اسوا,negative,الاكل تعبانه والخدمه اسوا,اكل تعب خدم اسا
24,توصيل فاشلة وصل متاخر جدا,negative,توصيل فاشله وصل متاخر جدا,وصل فشل وصل تخر جدا
376,ماا عندي كلاام ااقوله غير خراافي,positive,ماا عندي كلاام ااقوله غير خراافي,ماا عند كلام اقل غير خراف
493,ما انصح احد يروح المكان فاشلة,negative,ما انصح احد يروح المكان فاشله,ما نصح احد يرح كان فشل
401,الاكل حلوة والخدمة احسن,positive,الاكل حلوه والخدمه احسن,اكل حله خدم احس
490,خدمة العملاء اسطوري والتوصيل سريع,positive,خدمه العملاء اسطوري والتوصيل سريع,خدم عملاء سطر وصل سرع
138,توصيل مو حلو وصل متاخر جدا,negative,توصيل مو حلو وصل متاخر جدا,وصل مو حلو وصل تخر جدا
457,والله المكان ممتاز ما تنلقى زيه في صنعاء,positive,والله المكان ممتاز ما تنلقي زيه في صنعاء,ولل كان متز ما نلق زيه في صنعاء
430,انصحكم فيه المكان طيب بزاف,positive,انصحكم فيه المكان طيب بزاف,نصح فيه كان طيب بزف
35,ماا اانصح ااحد يروح االمكاان زفت,negative,ماا اانصح ااحد يروح االمكاان زفت,ماا نصح احد يرح الم زفت
28,ماا شااء االله االخدمة خراافية واالطااقم محترم جداا,positive,ماا شااء االله االخدمه خراافيه واالطااقم محترم جداا,ماا شاء الل خدم خراف واالطااقم حرم جدا
2,الاكل ردي والخدمة اسوا,negative,الاكل ردي والخدمه اسوا,اكل ردي خدم اسا
369,افضل مكان في المنطقة الخدمة ممتازة,positive,افضل مكان في المنطقه الخدمه ممتازه,فضل كان في طقه خدم متز
424,االمنتج خرب بسرعة جودة خاايس,negative,االمنتج خرب بسرعه جوده خاايس,نتج خرب سرع جود خايس
453,الاكل فاشلة والخدمة اسوا,negative,الاكل فاشله والخدمه اسوا,اكل فشل خدم اسا
454,اسعار مبالغ فيها والخدمة فاشل,negative,اسعار مبالغ فيها والخدمه فاشل,سعر بلغ فيه خدم فشل
12,المنتج وصل متاخر والجودة مو حلو,negative,المنتج وصل متاخر والجوده مو حلو,نتج وصل تخر جود مو حلو
116,الجودة حلوة والسعر ممتاز,positive,الجوده حلوه والسعر ممتاز,جود حله سعر متز
261,للاسف التعامل خايس جدا,negative,للاسف التعامل خايس جدا,اسف عمل خيس جدا
320,زرت المكان امس والحمد لله كان تمام,positive,زرت المكان امس والحمد لله كان تمام,زرت كان امس حمد لله كان تمم
126,الاكل تعبانة والخدمة اسوا,negative,الاكل تعبانه والخدمه اسوا,اكل تعب خدم اسا
391,ااسعاار مباالغ فيهاا واالخدمة خاايسة,negative,ااسعاار مباالغ فيهاا واالخدمه خاايسه,عار مباالغ فيه واالخدمه خايس
258,تعامل راقي وخدمة خرافي,positive,تعامل راقي وخدمه خرافي,عمل رقي خدم خرف
280,الله يعطيهم العافية خدمتهم خرافي,positive,الله يعطيهم العافيه خدمتهم خرافي,الل يعط عفي خدم خرف
208,المكان زفت والاسعار غالية بزاف,negative,المكان زفت والاسعار غاليه بزاف,كان زفت سعر غلي بزف
260,منتج ممتازة وانصح الجميع فيه,positive,منتج ممتازه وانصح الجميع فيه,نتج متز نصح جمع فيه
474,تجربة خرافية بكل المقاييس,positive,تجربه خرافيه بكل المقاييس,جرب خرف بكل مقاييس
318,ما شاء الله الخدمة جميل والطاقم محترم جدا,positive,ما شاء الله الخدمه جميل والطاقم محترم جدا,ما شاء الل خدم جمل طقم حرم جدا
371,تعاامل رااقي وخدمة ممتاازة,positive,تعاامل رااقي وخدمه ممتاازه,عامل راق خدم ممتااز
94,جودة مو زين والسعر مرتفع,negative,جوده مو زين والسعر مرتفع,جود مو زين سعر رفع
200,المنتج وصل بسرعة والجودة تمام,positive,المنتج وصل بسرعه والجوده تمام,نتج وصل سرع جود تمم
19,خيبة امل كبيرة الخدمة تعبانة,negative,خيبه امل كبيره الخدمه تعبانه,خيب امل كبر خدم تعب
460,المكان نظيف وروعة واسعاره مناسبة,positive,المكان نظيف وروعه واسعاره مناسبه,كان نظف ورع سعر نسب
449,المكان مو حلو والنظافة صفر,negative,المكان مو حلو والنظافه صفر,كان مو حلو نظف صفر
51,بصراحة المكان جميل ما توقعت كذا,positive,بصراحه المكان جميل ما توقعت كذا,صرح كان جمل ما وقع كذا
323,تجربة تمام بكل المقاييس,positive,تجربه تمام بكل المقاييس,جرب تمم بكل مقاييس
360,المكان نظيف وتمام واسعاره مناسبة,positive,المكان نظيف وتمام واسعاره مناسبه,كان نظف تمم سعر نسب
131,الله يعطيهم العافية خدمتهم اسطوري,positive,الله يعطيهم العافيه خدمتهم اسطوري,الل يعط عفي خدم سطر
8,المكان نظيف وممتازة واسعاره مناسبة,positive,المكان نظيف وممتازه واسعاره مناسبه,كان نظف متز سعر نسب
425,جودة مو زين والسعر مرتفع,negative,جوده مو زين والسعر مرتفع,جود مو زين سعر رفع
229,خدمة العملاء طيب والتوصيل سريع,positive,خدمه العملاء طيب والتوصيل سريع,خدم عملاء طيب وصل سرع
131,االمكاان تعباانة واالنظاافة صفر,negative,االمكاان تعباانه واالنظاافه صفر,الم تعب واالنظاافه صفر
262,جودة مو حلو والسعر مرتفع,negative,جوده مو حلو والسعر مرتفع,جود مو حلو سعر رفع
129,تعاامل رااقي وخدمة ممتاازة,positive,تعاامل رااقي وخدمه ممتاازه,عامل راق خدم ممتااز
358,والله الخدمة سيء جدا ما انصح,negative,والله الخدمه سيء جدا ما انصح,ولل خدم سيء جدا ما نصح
431,افضل مكان في المنطقة الخدمة رائع,positive,افضل مكان في المنطقه الخدمه رائع,فضل كان في طقه خدم رئع
269,والله المكان خرافي ما تنلقى زيه في صنعاء,positive,والله المكان خرافي ما تنلقي زيه في صنعاء,ولل كان خرف ما نلق زيه في صنعاء
129,المكان سيء والنظافة صفر,negative,المكان سيء والنظافه صفر,كان سيء نظف صفر
1,لا انصح ابدا الخدمة ماشي,negative,لا انصح ابدا الخدمه ماشي,لا نصح ابد خدم اشي
135,المنتج خرب بسرعة جودة تعبان,negative,المنتج خرب بسرعه جوده تعبان,نتج خرب سرع جود تعب
233,زرت المكان امس والحمد لله كان خرافي,positive,زرت المكان امس والحمد لله كان خرافي,زرت كان امس حمد لله كان خرف
156,خيبة امل كبيرة الخدمة مو زين,negative,خيبه امل كبيره الخدمه مو زين,خيب امل كبر خدم مو زين
9,االمنتج فااشلة غير االصور,negative,االمنتج فااشله غير االصور,نتج اشل غير لصر
389,الجودة حلوة والسعر ممتاز,positive,الجوده حلوه والسعر ممتاز,جود حله سعر متز
145,اول مرة اجرب وطلع حلو جدا,positive,اول مره اجرب وطلع حلو جدا,اول مره جرب طلع حلو جدا
191,تعامل راقي جدااا والخدمة حلوة,positive,تعامل راقي جدا والخدمه حلوه,عمل رقي جدا خدم حله
40,المنتج خرب بسرعة جودة ردية,negative,المنتج خرب بسرعه جوده رديه,نتج خرب سرع جود رده
10,جودة مو حلو والسعر مرتفع,negative,جوده مو حلو والسعر مرتفع,جود مو حلو سعر رفع
166,المنتج وصل متاخر والجودة خايسة,negative,المنتج وصل متاخر والجوده خايسه,نتج وصل تخر جود خيس
107,والله الخدمة ماشي جدا ما انصح,negative,والله الخدمه ماشي جدا ما انصح,ولل خدم اشي جدا ما نصح
97,ما عندي كلام اقوله غير طيب,positive,ما عندي كلام اقوله غير طيب,ما عند كلم اقل غير طيب
399,المنتج وصل بسرعة والجودة اسطوري,positive,المنتج وصل بسرعه والجوده اسطوري,نتج وصل سرع جود سطر
63,تعامل سيء ما يحترمون الزبون,negative,تعامل سيء ما يحترمون الزبون,عمل سيء ما حرم زبن
328,المكان مو حلو والنظافة صفر,negative,المكان مو حلو والنظافه صفر,كان مو حلو نظف صفر
450,المنتج وصل متاخر والجودة خايسة,negative,المنتج وصل متاخر والجوده خايسه,نتج وصل تخر جود خيس
448,اسعار مبالغ فيها والخدمة تعبان,negative,اسعار مبالغ فيها والخدمه تعبان,سعر بلغ فيه خدم تعب
351,للاسف التعامل زفت جدا,negative,للاسف التعامل زفت جدا,اسف عمل زفت جدا
368,ماا عندي كلاام ااقوله غير حلو,positive,ماا عندي كلاام ااقوله غير حلو,ماا عند كلام اقل غير حلو
35,والله المكان تمام ما تنلقى زيه في صنعاء,positive,والله المكان تمام ما تنلقي زيه في صنعاء,ولل كان تمم ما نلق زيه في صنعاء
441,المنتج فاشلة غير الصور,negative,المنتج فاشله غير الصور,نتج فشل غير صور
483,واالله االمكاان جميلة ماا تنلقى زيه في صنعااء,positive,واالله االمكاان جميله ماا تنلقي زيه في صنعااء,الل الم جمل ماا نلق زيه في صنعااء
498,تعامل راقي جدااا والخدمة خرافي,positive,تعامل راقي جدا والخدمه خرافي,عمل رقي جدا خدم خرف
289,تعاامل رااقي وخدمة طيبة,positive,تعاامل رااقي وخدمه طيبه,عامل راق خدم طيب
278,االمنتج ااسطوري نفس االوصف باالضبط,positive,االمنتج ااسطوري نفس االوصف باالضبط,نتج سطر نفس وصف ضبط
379,خدمة العملاء ردي لا يردون,negative,خدمه العملاء ردي لا يردون,خدم عملاء ردي لا يرد
124,الله يعطيهم العافية خدمتهم ممتاز,positive,الله يعطيهم العافيه خدمتهم ممتاز,الل يعط عفي خدم متز
317,ماا شااء االله االخدمة طيب واالطااقم محترم جداا,positive,ماا شااء االله االخدمه طيب واالطااقم محترم جداا,ماا شاء الل خدم طيب واالطااقم حرم جدا
207,المنتج وصل بسرعة والجودة رائعة,positive,المنتج وصل بسرعه والجوده رائعه,نتج وصل سرع جود رئع
44,الله يعطيهم العافية خدمتهم تمام,positive,الله يعطيهم العافيه خدمتهم تمام,الل يعط عفي خدم تمم
15,المنتج خرب بسرعة جودة ماشي,negative,المنتج خرب بسرعه جوده ماشي,نتج خرب سرع جود اشي
250,خدمة العملاء اسطوري والتوصيل سريع,positive,خدمه العملاء اسطوري والتوصيل سريع,خدم عملاء سطر وصل سرع
333,المكان ردي والنظافة صفر,negative,المكان ردي والنظافه صفر,كان ردي نظف صفر
58,خدمة العملاء ردي لا يردون,negative,خدمه العملاء ردي لا يردون,خدم عملاء ردي لا يرد
202,الاكل طيب مررررة رائعة والسعر معقول,positive,الاكل طيب مره رائعه والسعر معقول,اكل طيب مره رئع سعر عقل
179,المنتج وصل بسرعة والجودة حلو,positive,المنتج وصل بسرعه والجوده حلو,نتج وصل سرع جود حلو
88,المكان خايس والاسعار غالية بزاف,negative,المكان خايس والاسعار غاليه بزاف,كان خيس سعر غلي بزف
458,الجودة رائع والسعر ممتاز,positive,الجوده رائع والسعر ممتاز,جود رئع سعر متز
382,تعامل راقي وخدمة رائعة,positive,تعامل راقي وخدمه رائعه,عمل رقي خدم رئع
74,افضل مكان في المنطقة الخدمة اسطوري,positive,افضل مكان في المنطقه الخدمه اسطوري,فضل كان في طقه خدم سطر
239,اسعار مبالغ فيها والخدمة خايس,negative,اسعار مبالغ فيها والخدمه خايس,سعر بلغ فيه خدم خيس
40,ماا شااء االله االخدمة راائع واالطااقم محترم جداا,positive,ماا شااء االله االخدمه راائع واالطااقم محترم جداا,ماا شاء الل خدم راع واالطااقم حرم جدا
409,الله يعطيهم العافية خدمتهم رائعة,positive,الله يعطيهم العافيه خدمتهم رائعه,الل يعط عفي خدم رئع
95,افضل مكان في المنطقة الخدمة حلوة,positive,افضل مكان في المنطقه الخدمه حلوه,فضل كان في طقه خدم حله
365,تعامل فاشل ما يحترمون الزبون,negative,تعامل فاشل ما يحترمون الزبون,عمل فشل ما حرم زبن
206,المكان سيئة والنظافة صفر,negative,المكان سيئه والنظافه صفر,كان سيئ نظف صفر
303,المكان زفت والاسعار غالية بزاف,negative,المكان زفت والاسعار غاليه بزاف,كان زفت سعر غلي بزف
397,تعامل راقي وخدمة تمام,positive,تعامل راقي وخدمه تمام,عمل رقي خدم تمم
220,ما انصح احد يروح المكان سيء,negative,ما انصح احد يروح المكان سيء,ما نصح احد يرح كان سيء
123,للااسف االتعاامل فااشلة جداا,negative,للااسف االتعاامل فااشله جداا,اسف االتعاامل اشل جدا
326,خيبة امل كبيرة الخدمة خايسة,negative,خيبه امل كبيره الخدمه خايسه,خيب امل كبر خدم خيس
32,الاكل مو زين والخدمة اسوا,negative,الاكل مو زين والخدمه اسوا,اكل مو زين خدم اسا
184,تجربة خراافي بكل االمقااييس,positive,تجربه خراافي بكل االمقااييس,جرب خراف بكل االمقااييس
78,المكان ردية والنظافة صفر,negative,المكان رديه والنظافه صفر,كان رده نظف صفر
263,المنتج فاشلة غير الصور,negative,المنتج فاشله غير الصور,نتج فشل غير صور
197,اافضل مكاان في االمنطقة االخدمة ااسطوري,positive,اافضل مكاان في االمنطقه االخدمه ااسطوري,فضل مكا في االمنطقه خدم سطر
463,والله المكان خرافية ما تنلقى زيه في صنعاء,positive,والله المكان خرافيه ما تنلقي زيه في صنعاء,ولل كان خرف ما نلق زيه في صنعاء
329,جودة خاايسة واالسعر مرتفع,negative,جوده خاايسه واالسعر مرتفع,جود خايس سعر رفع
316,الله يعطيهم العافية خدمتهم خرافية,positive,الله يعطيهم العافيه خدمتهم خرافيه,الل يعط عفي خدم خرف
9,الاكل ممتازة والخدمة احسن,positive,الاكل ممتازه والخدمه احسن,اكل متز خدم احس
